County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative deaths,Area of Concern Category,Viral (RT-PCR) lab test positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - last 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - last 7 days (may be an underestimate due to delayed reporting),% tests resulted in 3 or fewer days - last 7 days,Viral (RT-PCR) lab test positivity rate - absolute change (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - % change (may be an underestimate due to delayed reporting),% tests resulted in 3 or fewer days - absolute change,Viral (RT-PCR) lab test positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - previous 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - previous 7 days(may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days__1,Viral (RT-PCR) lab test positivity rate - absolute change (may be an underestimate due to delayed reporting)__1,Total RT-PCR diagnostic tests - % change (may be an underestimate due to delayed reporting)__1,% tests resulted in 3 or fewer days - absolute change__1,Viral (RT-PCR) lab test positivity rate - 15-21 days ago (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - 15-21 days ago (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - 15-21 days ago (may be an underestimate due to delayed reporting),Median test latency - 15-21 days ago,% tests resulted in 3 or fewer days - 15-21 days ago,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,Suspected COVID-19 admissions - last 7 days,Suspected COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions per 100 inpatient beds - percent increase,Suspected COVID-19 admissions per 100 inpatient beds - percent increase,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Native American / Alaskan Native,% Asian,SVI score,CCVI score,Forecasted case trajectory
"Salt Lake County, UT",49035,Large central metro,"Salt Lake City, UT",Metropolitan,UT,Region 8,1160437,0.9414,0.362,0.0035,27064,0.0233,0.0037,5735,494,28,2.4,-0.28,-0.3,0.004519267,7929,683,40,3.4,121050,621,SustainedHotspot,0.164,44247,3813,0.99,-0.049,-0.05,0.01,0.213,46357,3995,1,0.98,0.031,0.28,0,0.182,36222,3121,1,0.98,250,9,46,2,0.63,0.1,0.68,0.21,0.21,0.05,0.06,-0.48,0.05,0,0.03,0.01,0.02,0,13,2732.428571,418.7142857,630.5714286,1,0.923076923,1,1,0.112585304,0.097614913,0.112070711,3,0.018337058,0.188069667,0.01,0.045652629,0.3229,0.050302,Uncertain
"Essex County, MA",25009,Large fringe metro,"Boston-Cambridge-Newton, MA-NH",Metropolitan,MA,Region 1,789034,0.1619,0.1145,0.0024,16097,0.0204,0.0034,5343,677,68,8.6,-0.12,-0.13,0.003467108,6083,771,78,9.9,69855,1844,SustainedHotspot,0.094,69394,8795,0.98,-0.014,0.33,0.01,0.108,52275,6625,1,0.97,0.003,-0.07,0.01,0.105,56125,7113,1,0.96,208,19,62,6,0.84,0.17,0.87,0.51,0.23,0.17,0.08,-0.14,-0.02,-0.04,-0.01,0.03,0,0.01,5,1122.571429,77.42857143,139.1428571,1,1,1,1,0.030911054,0.107010954,0.175567846,2.61,0.03494146,0.222468233,0.01,0.039068025,0.508,0.487743,Uncertain
"Collin County, TX",48085,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,Region 6,1034730,0.1366,0.0357,0.0031,0,0,0.0033,5259,508,35,3.4,-0.21,-0.19,0.00377717,6627,640,43,4.2,61279,451,SustainedHotspot,0.17,24039,2323,0.9,-0.025,-0.15,-0.03,0.194,28309,2736,2,0.93,0.015,0.05,0.04,0.18,27031,2612,1,0.89,465,27,194,11,0.88,0.34,0.96,0.52,0.36,0.11,-0.05,0.39,-0.03,0.09,-0.02,0.09,0.02,0.01,14,1724.547619,233.8571429,679.5,1,1,1,1,0.103896283,0.065579707,0.11266224,2.84,0.104107352,0.155244363,0.01,0.162952654,0.1506,0.04107,Uncertain
"Fulton County, GA",13121,Large central metro,"Atlanta-Sandy Springs-Alpharetta, GA",Metropolitan,GA,Region 4,1063937,0.1767,0.1002,0.0032,55177,0.0519,0.0033,5138,483,51,4.8,0.03,1.55,0.002833875,4972,467,20,1.9,67834,861,SustainedHotspot,0.132,46654,4385,0.7,-0.024,0.63,-0.09,0.156,28701,2698,0,0.79,0.013,-0.5,0.01,0.144,57689,5422,0,0.78,623,21,212,7,0.7,0.28,0.89,0.42,0.52,0.19,-0.18,-0.53,0.02,0.02,0.01,0.03,0.11,0.04,8,3011.428571,492.8571429,713.4285714,1,0.875,1,1,0.109690254,0.150941221,0.120086998,2.47,0.435491951,0.072159348,0,0.076034577,0.5268,0.456861,Uncertain
"Cuyahoga County, OH",39035,Large central metro,"Cleveland-Elyria, OH",Metropolitan,OH,Region 5,1235072,0.6029,0.1057,0.0037,31202,0.0253,0.0032,5072,411,33,2.7,-0.11,-0.18,0.003248811,5700,462,40,3.2,80909,970,SustainedHotspot,0.18,9714,787,0.96,-0.028,0.13,0.06,0.208,8586,695,2,0.9,0.015,-0.04,0.08,0.192,8901,721,3,0.82,526,9,499,9,0.71,0.12,0.82,0.22,0.39,0.07,-0.01,0.02,0.04,-0.01,0.02,-0.01,0,-0.01,22,5810.142857,901.8571429,1026.714286,0.954545455,0.909090909,1,0.954545455,0.059702288,0.180801212,0.186387514,2.27,0.296626431,0.06262226,0,0.033567274,0.6809,0.392869,Uncertain
"Utah County, UT",49049,Medium metro,"Provo-Orem, UT",Metropolitan,UT,Region 8,636235,0.9815,0.1985,0.0019,30162,0.0474,0.0032,5005,787,15,2.4,-0.17,0.36,0.003419801,6000,943,11,1.7,78255,241,SustainedHotspot,0.244,18672,2935,0.99,-0.043,-0.24,0,0.287,24689,3880,1,0.99,0.024,0.45,0.02,0.262,17058,2681,1,0.97,93,12,20,3,0.55,0.13,0.76,0.49,0.17,0.1,-0.18,-0.31,0.03,0.03,0.05,0.07,0.01,0.03,6,788,86,200,1,1,1,1,0.08579357,0.112074912,0.07935747,3.58,0.006129811,0.121739609,0.01,0.018699066,0.278,0.035657,Uncertain
"Webb County, TX",48479,Medium metro,"Laredo, TX",Metropolitan,TX,Region 6,276652,1,0.0095,8.00E-04,5382,0.0195,0.0032,4972,1797,23,8.3,5.92,0,0.000409806,719,260,23,8.3,32658,497,SustainedHotspot,0.207,24637,8905,0.62,-0.017,0.65,-0.15,0.224,14889,5382,3,0.77,0.014,0.25,-0.05,0.21,11871,4291,2,0.82,142,31,0,0,0.94,0.5,0.98,0.69,0.54,0.29,-0.06,-1,0,0.07,0.03,0.09,0.06,0.06,3,458.8095238,106.0952381,218.9047619,1,1,1,1,0.281182005,0.300774455,0.097309978,3.65,0.003177277,0.953898761,0.01,0.006159363,0.9497,0.860554,Uncertain
"Cobb County, GA",13067,Large fringe metro,"Atlanta-Sandy Springs-Alpharetta, GA",Metropolitan,GA,Region 4,760141,0.1263,0.0716,0.0023,27502,0.0362,0.003,4722,621,35,4.6,0.01,0.35,0.002670865,4686,616,26,3.4,54436,638,SustainedHotspot,0.18,11762,1547,0.73,0.012,0.93,0,0.168,6099,802,0,0.73,-0.02,-0.47,-0.04,0.188,11510,1514,0,0.77,267,25,74,7,0.94,0.35,0.98,0.44,0.72,0.29,-0.08,0.08,-0.01,0.03,0,0,0.07,0.02,3,1057.714286,158,107.8571429,1,1,1,1,0.129940992,0.100155128,0.127072477,2.65,0.276039577,0.133030582,0,0.055990928,0.2669,0.278574,Uncertain
"Oklahoma County, OK",40109,Large central metro,"Oklahoma City, OK",Metropolitan,OK,Region 6,797434,0.566,0.2015,0.0024,20174,0.0253,0.003,4661,584,37,4.6,-0.08,1.31,0.002886882,5065,635,16,2,67719,494,SustainedHotspot,0.184,10366,1300,0.98,-0.03,0.01,-0.01,0.214,10270,1288,1,0.99,0.014,0.08,0.01,0.2,9480,1189,1,0.98,537,16,254,8,0.78,0.18,0.89,0.41,0.64,0.2,-0.11,0.05,0.01,-0.01,0.01,-0.01,0,0.01,24,3342.714286,426.2857143,621.8571429,1,0.958333333,1,1,0.144009751,0.167965253,0.140236057,2.56,0.152464028,0.179213578,0.04,0.036321501,0.6818,0.304362,Uncertain
"Suffolk County, MA",25025,Large central metro,"Boston-Cambridge-Newton, MA-NH",Metropolitan,MA,Region 1,803907,0.165,0.1166,0.0024,95843,0.1192,0.0029,4518,562,53,6.6,-0.11,0.39,0.002897711,5084,632,38,4.7,64158,1465,SustainedHotspot,0.056,92936,11561,0.98,-0.014,0.36,0,0.07,68566,8529,1,0.98,-0.006,0.11,0.01,0.076,61701,7675,1,0.97,530,10,118,2,0.82,0.08,0.85,0.27,0.36,0.09,0.12,0.2,0.02,-0.01,0,0.02,0.03,0.01,15,5117.142857,567.8571429,1122.571429,1,0.933333333,1,1,0.040130674,0.193514334,0.123433432,2.41,0.200830444,0.233186177,0.01,0.093178689,0.7379,0.313913,Uncertain
"Worcester County, MA",25027,Medium metro,"Worcester, MA-CT",Metropolitan,MA,Region 1,830622,0.8767,0.1205,0.0025,25103,0.0302,0.0028,4438,534,81,9.8,-0.16,-0.1,0.003011705,5284,636,90,10.8,52317,1694,SustainedHotspot,0.081,58023,6985,0.98,-0.018,0.2,0.01,0.099,48366,5823,1,0.97,0.002,0.03,0.02,0.097,46907,5647,1,0.95,239,13,33,2,0.73,0.13,0.8,0.33,0.29,0.11,-0.21,-0.08,-0.01,-0.01,0.08,-0.03,-0.04,-0.03,7,1828.428571,220,315,1,1,1,1,0.025151566,0.10421744,0.161335722,2.58,0.048311988,0.121707588,0,0.054058284,0.4096,0.332697,Uncertain
"Bristol County, MA",25005,Large fringe metro,"Providence-Warwick, RI-MA",Metropolitan,MA,Region 1,565217,0.3479,0.082,0.0017,10795,0.0191,0.0028,4388,776,63,11.1,-0.05,-0.11,0.002621848,4600,814,71,12.6,43643,1205,SustainedHotspot,0.117,39022,6904,0.96,-0.018,0.24,0.01,0.135,31345,5546,1,0.95,0.009,0.02,0,0.126,30859,5460,1,0.95,98,9,208,19,0.84,0.19,0.8,0.45,0.24,0.1,-0.31,0.14,0,-0.02,0.02,0.08,-0.01,0.03,4,1072.714286,98,234,1,1,1,1,0.028994185,0.114904729,0.173055658,2.51,0.049991419,0.085928059,0.01,0.024693171,0.5248,0.412926,Uncertain
"Tulsa County, OK",40143,Medium metro,"Tulsa, OK",Metropolitan,OK,Region 6,651552,0.6524,0.1647,0.002,7104,0.0109,0.0028,4327,664,42,6.4,-0.03,-0.07,0.002543762,4463,685,45,6.9,56914,486,SustainedHotspot,0.245,11875,1823,0.99,-0.046,0.07,0,0.291,11069,1699,2,0.99,0.02,0.13,0,0.271,9806,1505,2,0.99,392,17,61,3,0.78,0.19,0.9,0.39,0.55,0.2,0.01,-0.3,-0.01,0,0,0.04,-0.01,0.01,14,2359.285714,286.1428571,387.2857143,1,1,1,1,0.140412478,0.151299276,0.148051115,2.53,0.103098448,0.132891926,0.07,0.035846717,0.6159,0.350207,Uncertain
"King County, WA",53033,Large central metro,"Seattle-Tacoma-Bellevue, WA",Metropolitan,WA,Region 10,2252782,0.566,0.2958,0.0068,65772,0.0292,0.0028,4321,192,47,2.1,-0.19,-0.15,0.003050463,5352,238,55,2.4,72253,1152,SustainedHotspot,0.083,82463,3660,0.98,-0.009,0.14,0.01,0.092,72168,3204,2,0.97,0.005,0.08,0,0.087,66540,2954,1,0.97,137,3,316,7,0.71,0.05,0.72,0.11,0.21,0.04,-0.14,0.15,0.03,-0.01,0,-0.03,-0.02,-0.01,19,4543.02381,462.6666667,807,1,0.947368421,1,1,0.056785393,0.095536335,0.135084087,2.46,0.066713956,0.098829802,0.01,0.197390604,0.2854,0.282076,Uncertain
"Middlesex County, NJ",34023,Large fringe metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NJ,Region 2,825062,0.0429,0.0929,0.0025,42810,0.0519,0.0028,4318,523,50,6.1,0.15,-0.24,0.002136236,3748,454,66,8,56322,1799,SustainedHotspot,0.115,32422,3930,1,-0.031,0.22,0.01,0.146,26592,3223,0,0.99,0.006,0.05,0.01,0.14,25284,3064,0,0.98,331,15,34,2,0.68,0.18,0.52,0.23,0.39,0.14,-0.03,-0.11,-0.02,-0.02,0.01,0.03,-0.02,0.02,6,2262.428571,285,382.8571429,1,1,1,1,0.075702432,0.084708034,0.154852605,2.8,0.098157472,0.220720382,0.01,0.24917885,0.4659,0.377587,Uncertain
"Philadelphia County, PA",42101,Large central metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan,PA,Region 3,1584064,0.2596,0.1237,0.0048,96491,0.0609,0.0027,4296,271,123,7.8,-0.08,-0.17,0.002653766,4656,294,149,9.4,102837,2722,SustainedHotspot,0.086,50371,3180,0.94,-0.013,0.17,0.03,0.099,42965,2712,1,0.91,-0.011,0.06,0.03,0.11,40395,2550,1,0.88,449,8,369,7,0.83,0.13,0.82,0.2,0.31,0.05,-0.02,0,0.02,-0.01,0.02,-0.01,-0.02,0,20,5630.714286,734.2571429,1739.704762,1,0.95,1,1,0.091076095,0.248622784,0.139942578,2.57,0.405388924,0.152408615,0.01,0.078202648,0.9204,0.801337,Uncertain
"Marion County, IN",18097,Large central metro,"Indianapolis-Carmel-Anderson, IN",Metropolitan,IN,Region 5,964582,0.465,0.1433,0.0029,34857,0.0361,0.0027,4196,435,57,5.9,-0.14,-0.22,0.002777448,4873,505,73,7.6,80556,1286,SustainedHotspot,0.133,23961,2484,0.9,-0.015,-0.03,0.04,0.148,24628,2553,2,0.86,-0.002,-0.03,0.04,0.15,25362,2629,2,0.82,350,9,286,7,0.76,0.15,0.8,0.26,0.33,0.09,-0.38,-0.06,0.02,-0.02,-0.02,-0.04,-0.02,-0.02,12,3955.571429,624.2857143,995.8571429,1,0.916666667,1,1,0.113052663,0.189575868,0.128781172,2.51,0.283581904,0.108919719,0,0.038261133,0.7971,0.381089,Uncertain
"Erie County, NY",36029,Large central metro,"Buffalo-Cheektowaga, NY",Metropolitan,NY,Region 2,918702,0.8145,0.0472,0.0028,43715,0.0476,0.0026,4118,448,57,6.2,0,-0.22,0.002348833,4121,449,73,7.9,50227,1339,SustainedHotspot,0.078,42443,4620,0.92,-0.011,0.47,0.03,0.089,28830,3138,2,0.89,0.007,-0.06,0.09,0.083,30658,3337,2,0.8,538,20,173,6,0.75,0.15,0.67,0.19,0.32,0.08,-0.4,0.15,0.01,-0.01,0.02,0,-0.01,0,9,2688,395.1428571,457,1,0.777777778,1,1,0.037132866,0.145498132,0.183884437,2.3,0.131070793,0.057656346,0.01,0.038346493,0.414,0.520535,Uncertain
"Hamilton County, OH",39061,Large central metro,"Cincinnati, OH-KY-IN",Metropolitan,OH,Region 5,817473,0.368,0.0699,0.0025,36411,0.0445,0.0026,4087,500,13,1.6,-0.08,0.62,0.002527803,4435,543,8,1,60343,438,SustainedHotspot,0.165,17496,2140,0.99,-0.032,0.19,0,0.197,14739,1803,2,0.99,0.017,0.08,0.01,0.181,13677,1673,2,0.98,262,9,251,8,0.76,0.18,0.82,0.26,0.34,0.09,-0.01,-0.21,0.02,-0.01,0.01,-0.02,0,-0.01,13,2999.714286,423.8571429,1003,1,0.923076923,1,1,0.061619096,0.162374627,0.15740581,2.33,0.262112632,0.035565701,0,0.02914714,0.5369,0.297676,Uncertain
"Allegheny County, PA",42003,Large central metro,"Pittsburgh, PA",Metropolitan,PA,Region 3,1216045,0.5247,0.095,0.0037,61133,0.0503,0.0026,4019,330,159,13.1,-0.19,0.49,0.002836725,4977,409,107,8.8,63358,1302,SustainedHotspot,0.087,36794,3026,0.97,-0.012,0.04,0.03,0.099,35512,2920,2,0.94,0.003,0.03,0.12,0.096,34482,2836,2,0.82,356,7,540,10,0.84,0.1,0.87,0.27,0.28,0.06,-0.19,0.05,0,-0.02,0,-0.01,-0.01,-0.01,22,5149.857143,650.7142857,1143.857143,1,0.954545455,1,1,0.043281192,0.121497679,0.19347886,2.21,0.131850384,0.022657056,0,0.042032984,0.2506,0.109519,Uncertain
"Travis County, TX",48453,Large central metro,"Austin-Round Rock-Georgetown, TX",Metropolitan,TX,Region 6,1273954,0.572,0.0439,0.0038,54673,0.0429,0.0025,3988,313,19,1.5,-0.17,-0.37,0.002742111,4811,378,30,2.4,59394,598,SustainedHotspot,0.134,32562,2556,0.83,0.001,-0.02,-0.12,0.133,33186,2605,1,0.95,0.014,0.04,0.06,0.118,31762,2493,1,0.89,427,16,12,0,0.88,0.19,0.9,0.43,0.41,0.15,-0.18,-0.57,-0.01,0.02,0,0.05,0.06,0.02,15,2651.761905,367.1190476,636.952381,1,1,1,1,0.135335416,0.131282262,0.101693625,2.57,0.080267419,0.336410106,0.01,0.074200481,0.3812,0.107291,Uncertain
"Pinal County, AZ",4021,Large fringe metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,Region 9,462789,0.0935,0.0636,0.0014,0,0,0.0025,3944,852,64,13.8,-0.02,0.49,0.002303236,4041,873,43,9.3,36122,478,SustainedHotspot,0.202,19497,4213,0.98,-0.04,0.11,0.08,0.242,17495,3780,1,0.9,0.016,0.38,0.03,0.226,12673,2738,1,0.87,109,32,94,28,0.71,0.5,0.63,0.55,0.44,0.33,-0.2,-0.28,-0.15,-0.1,-0.09,-0.05,0.1,0.02,4,337,71.28571429,64.85714286,1,1,1,1,0.0883677,0.14245711,0.208660966,2.86,0.046770775,0.307431681,0.07,0.019125347,0.8592,0.54696,Uncertain
"Monroe County, NY",36055,Large central metro,"Rochester, NY",Metropolitan,NY,Region 2,741770,0.6935,0.0381,0.0022,38779,0.0523,0.0025,3925,529,81,10.9,-0.08,0.04,0.002426349,4257,574,78,10.5,42774,737,SustainedHotspot,0.107,36366,4903,0.94,-0.017,0.12,0.01,0.124,32353,4362,1,0.93,0.001,-0.1,0.05,0.123,36040,4859,1,0.88,378,13,32,1,0.72,0.2,0.76,0.35,0.48,0.16,-0.12,-0.14,-0.01,-0.02,0.01,0,0,0,5,2840,296,496.2857143,1,1,1,1,0.0381363,0.147395399,0.178620057,2.38,0.146286585,0.091791256,0,0.036883401,0.5204,0.67972,Uncertain
"Richmond County, NY",36085,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,Region 2,476143,0.0248,0.0245,0.0014,11705,0.0246,0.0025,3910,821,40,8.4,0.04,0.14,0.002146495,3766,791,35,7.4,43322,1363,SustainedHotspot,0.093,41943,8809,0.91,-0.012,0.13,-0.02,0.106,36966,7764,1,0.93,0.005,-0.03,0,0.101,38109,8004,1,0.93,223,22,1,0,0.81,0.29,0.78,0.39,0.35,0.12,0.21,-0.75,0.01,0.02,0.02,0.02,0.01,0.01,2,1004,153.2857143,204,1,1,1,1,0.049263694,0.128310582,0.166548705,2.81,0.093839456,0.18615836,0.01,0.109473414,0.4764,0.576568,Uncertain
"Fairfax County, VA",51059,Large fringe metro,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan,VA,Region 3,1147532,0.1827,0.1344,0.0035,25710,0.0224,0.0025,3865,337,31,2.7,0.15,0.94,0.001918508,3366,293,16,1.4,51756,730,SustainedHotspot,0.189,23933,2086,0.96,-0.064,-0.19,0.04,0.253,29555,2576,2,0.92,0.001,0.06,-0.02,0.252,27939,2435,2,0.94,124,8,243,15,0.79,0.2,0.85,0.21,0.35,0.11,0,0.14,0,0.01,0,0.04,-0.08,-0.01,4,1600.285714,229,267,1,1,1,1,0.086213441,0.062128687,0.139831395,2.88,0.099376749,0.165150079,0.01,0.201375648,0.1876,0.047437,Uncertain
"Bergen County, NJ",34003,Large fringe metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NJ,Region 2,932202,0.0485,0.105,0.0028,9315,0.01,0.0024,3823,410,38,4.1,0.13,0,0.001931048,3388,363,38,4.1,59684,2406,SustainedHotspot,0.109,32109,3444,0.99,-0.011,0.16,0,0.12,27741,2976,0,0.99,0.007,0.06,0.03,0.113,26094,2799,0,0.96,338,14,204,8,0.68,0.15,0.49,0.23,0.34,0.11,0.42,-0.03,0.02,0,-0.02,0,0.01,-0.01,7,2475.714286,346,484.8571429,1,1,1,1,0.082902295,0.070347987,0.176644118,2.72,0.055209064,0.210251641,0,0.169512616,0.2395,0.081503,Uncertain
"Greenville County, SC",45045,Medium metro,"Greenville-Anderson, SC",Metropolitan,SC,Region 4,523542,0.5688,0.1017,0.0016,7232,0.0138,0.0024,3789,724,42,8,-0.27,0.17,0.002971237,5213,996,36,6.9,49053,628,SustainedHotspot,0.253,12717,2429,0.72,-0.044,-0.02,-0.03,0.297,13016,2486,2,0.75,0.023,0.1,0.04,0.274,11788,2252,2,0.71,342,24,218,15,0.81,0.26,0.79,0.37,0.44,0.24,-0.09,-0.04,-0.01,-0.01,-0.07,-0.06,0.01,0.01,9,1423.428571,235,232,1,1,1,1,0.114271194,0.12369462,0.161454095,2.57,0.17854537,0.095106028,0,0.026964408,0.5038,0.14263,Uncertain
"Jefferson County, KY",21111,Large central metro,"Louisville/Jefferson County, KY-IN",Metropolitan,KY,Region 4,766757,0.6061,0.1716,0.0023,22271,0.029,0.0024,3742,488,37,4.8,-0.22,0.48,0.002740401,4808,627,25,3.3,59354,592,SustainedHotspot,0.145,26494,3455,0.99,-0.006,0.01,0.02,0.151,26215,3419,1,0.97,0.007,-0.04,0,0.144,27423,3576,1,0.97,905,29,254,8,0.72,0.14,0.65,0.21,0.38,0.12,0.14,-0.04,0.02,0,-0.01,-0.01,-0.01,-0.01,7,3123.142857,469,467.5714286,0.857142857,0.714285714,1,0.857142857,0.055230321,0.147855497,0.166599066,2.42,0.219309377,0.059151726,0,0.030416416,0.5682,0.355301,Uncertain
"Shelby County, TN",47157,Large central metro,"Memphis, TN-MS-AR",Metropolitan,TN,Region 4,937166,0.6962,0.1372,0.0028,19202,0.0205,0.0023,3670,392,93,9.9,-0.27,-0.12,0.002865793,5028,537,106,11.3,75260,1102,SustainedHotspot,0.12,27310,2914,0.99,-0.024,-0.22,0.03,0.144,34790,3712,1,0.96,-0.014,0.09,-0.01,0.158,31914,3405,1,0.97,329,12,153,5,0.79,0.16,0.91,0.35,0.48,0.15,-0.14,-0.18,-0.01,-0.01,0.04,-0.07,-0.02,-0.02,10,2857,279.1428571,555.8571429,0.9,0.7,1,0.9,0.120866069,0.20655867,0.140179008,2.62,0.53693796,0.066291351,0,0.028173237,0.7847,0.53518,Uncertain
"Essex County, NJ",34013,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NJ,Region 2,798975,0.0416,0.09,0.0024,28986,0.0363,0.0023,3667,459,46,5.8,0.28,0.77,0.001634095,2867,359,26,3.3,58110,2471,SustainedHotspot,0.106,28656,3587,0.99,-0.014,0.11,0,0.12,25764,3225,0,0.99,0.004,0.05,0.02,0.116,24428,3057,0,0.97,224,9,167,7,0.77,0.15,0.61,0.17,0.35,0.09,0.02,-0.07,0.03,0.01,-0.05,-0.05,-0.03,-0.01,9,2556.428571,458.8571429,464,1,0.888888889,1,1,0.12343683,0.164398251,0.139055665,2.73,0.385717951,0.237820958,0.01,0.05889546,0.8404,0.524992,Uncertain
"Monmouth County, NJ",34025,Large fringe metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NJ,Region 2,618795,0.0322,0.0697,0.0019,5248,0.0085,0.0023,3657,591,59,9.5,0.08,0.28,0.001934467,3394,548,46,7.4,42298,1154,SustainedHotspot,0.123,25759,4163,0.99,-0.009,0.16,0,0.132,22285,3601,0,0.99,0.009,0.06,0.01,0.123,20960,3387,0,0.98,292,18,49,3,0.78,0.2,0.51,0.22,0.37,0.11,0.01,-0.38,-0.02,-0.02,0,-0.03,-0.03,0,5,1667,261.5714286,369.5714286,1,1,1,1,0.063465443,0.074324729,0.181801728,2.64,0.067440752,0.111393919,0,0.05593775,0.1605,0.053805,Likely Decreasing
"DeKalb County, GA",13089,Large fringe metro,"Atlanta-Sandy Springs-Alpharetta, GA",Metropolitan,GA,Region 4,759297,0.1261,0.0715,0.0023,15242,0.0201,0.0023,3637,479,21,2.8,0.31,0.75,0.001577098,2767,364,12,1.6,45141,565,SustainedHotspot,0.155,14028,1847,0.45,0.007,0.98,-0.02,0.148,7095,934,0,0.47,-0.001,-0.55,0.04,0.149,15795,2080,0,0.43,152,9,209,12,0.72,0.15,0.91,0.33,0.42,0.1,-0.31,-0.14,0.02,0.01,0.01,0.04,0.01,0.04,7,1701.428571,245.2857143,333,0.857142857,0.714285714,1,0.857142857,0.148235814,0.165923026,0.128969297,2.63,0.536724101,0.085285468,0,0.06470854,0.6611,0.534225,Uncertain
"Prince George's County, MD",24033,Large fringe metro,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan,MD,Region 3,909327,0.1448,0.1504,0.0027,41996,0.0462,0.0023,3630,399,32,3.5,0.14,-0.2,0.001810785,3177,349,40,4.4,61946,1161,SustainedHotspot,0.116,38052,4185,0.96,-0.005,0.07,0.04,0.12,35538,3908,1,0.92,0.004,0.03,0,0.116,34354,3778,1,0.92,236,22,464,43,0.85,0.34,0.81,0.46,0.34,0.17,0,0.14,0.02,-0.02,-0.01,-0.02,0,-0.01,5,1068.857143,166.1428571,256.2857143,1,1,1,1,0.10783189,0.088867618,0.13889063,2.87,0.617001365,0.195448942,0.01,0.04416563,0.6261,0.390322,Uncertain
"Hudson County, NJ",34017,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NJ,Region 2,672391,0.035,0.0757,0.002,13747,0.0204,0.0023,3599,535,34,5.1,0.17,-0.11,0.001756068,3081,458,38,5.7,54690,1779,SustainedHotspot,0.13,25800,3837,0.99,-0.028,0.21,0,0.158,21295,3167,1,0.99,0.012,-0.01,0.03,0.146,21587,3210,1,0.96,164,16,6,1,0.72,0.18,0.53,0.28,0.24,0.12,-0.09,-0.66,-0.03,-0.02,-0.05,-0.01,-0.02,0.01,6,1034.857143,142.2857143,223,1,1,1,1,0.141178224,0.163051376,0.121814539,2.59,0.106778645,0.426806724,0.01,0.164380546,0.6424,0.635148,Uncertain
